url,pid,abstract
23318002,https://pubmed.ncbi.nlm.nih.gov/23318002/,"BACKGROUND: Population surveys report that anxiety and depressive disorders are less common in older people. It has been suggested this may be accounted for by measurement errors. We analysed 2007 English Psychiatric Morbidity Survey data to explore whether the reduced prevalences of anxiety and depression in older people might be explained by the Revised Clinical Interview Schedule (CIS-R) items functioning differently across age groups.
METHODS: 7403 people, 57% of those approached, took part. A multiple indicators multiple causes ('MIMIC') model explored the factor structure of the CIS-R and the relationship between covariates (age, sex and IQ) and the factor structure.
RESULTS: A model with one latent factor ""neuroticism"", measured by 14 dichotomised individual symptom scores, was the most parsimonious (factor loadings 0.57-0.92). Younger respondents (<65 years), women and those with lower IQs, had significantly higher neuroticism factor scores. Older respondents (>65 years) were less likely than younger adults to experience irritability, phobia, and worry, but more likely to experience fatigue, worry specifically about physical health and sleep difficulties. Model factor loadings remained strong and statistically significant (0.53-0.92) after including age, sex and IQ as covariates.
LIMITATIONS: We analysed age dichotomously, defining older as aged 65 or above. We could not identify which of the participants had dementia, a potentially important covariate.
CONCLUSIONS: This study indicates that the CIS-R can reliably identify people with anxiety and depressive symptoms across the population, suggesting that specialist instruments may not always be required to accurately measure anxiety and depressive symptoms in older people."
23318528,https://pubmed.ncbi.nlm.nih.gov/23318528/,"BACKGROUND: Active surveillance (AS) is an appropriate management strategy for men with low-risk prostate cancer. Most protocols recommend repeated prostate biopsy every 12-24 months. The purpose of this paper is to describe histological inflammation patterns in men on AS who underwent serial prostate biopsy for disease monitoring.
METHODS: We reviewed records of men on AS from January 1999 through February 2011 who had a diagnostic plus ≥1 repeat transrectal ultrasound-guided biopsies performed at our institution. The type and degree of inflammatory infiltrate were grossly reviewed and scored for each patient's biopsy by a single pathologist. Relationship of inflammation severity and number of serial biopsies was assessed using a repeated measures mixed model. Unpaired t-test and χ(2)-square analysis assessed variance in degree of inflammation and location of inflammation relative to cancer grade progression defined as Gleason sum increase.
RESULTS: Fifty-six men met study inclusion criteria. Mean age was 62.1 (6.5) years, 71% were stage cT1c, 79% had a PSA level <10 ng ml(-1), and 98% had diagnostic Gleason sum ≤6. A small, statistically significant increase in maximum chronic inflammation (CI) scores with greater number of repeat biopsies was observed. CI scores were not associated with number of biopsies based on upgrade status. The main limitation to our study is our small sample size. Potential unmeasured confounders, such as unreported antibiotic use or symptomatic prostatitis, may have also affected our findings.
CONCLUSIONS: In this pilot study of 56 men on AS for localized prostate cancer, degree of chronic histological inflammation increased with greater number of prostate biopsies, but was not associated with subsequent risk of grade progression."
23318622,https://pubmed.ncbi.nlm.nih.gov/23318622/,"BACKGROUND: Health insurance status and access to care are recurring topics of discussion and concern. The purpose of this investigation was to examine access to care on the basis of insurance status for patients with anterior cruciate ligament (ACL) injuries in South Florida.
METHODS: From March 2010 to March 2011, eighty patients with ACL injuries were identified at a county hospital sports medicine clinic and a university-based sports medicine practice. Demographic and injury-specific data were obtained with attention to the date of injury, the date of diagnosis, and the number of medical visits. Hazard ratios and 95% confidence intervals were calculated from multivariable Cox proportional-hazards regression models to determine the effect of insurance type on the time to diagnosis of an ACL tear.
RESULTS: Patients with private insurance were diagnosed at a median fourteen days after the injury, whereas those receiving Medicaid and those without insurance were diagnosed a median of fifty-six and 121 days after the injury, respectively (p < 0.001). Patients without insurance and those receiving Medicaid had more medical visits prior to diagnosis (median, four; range two to six) than those with private insurance (median, three; range, one to five) (p = 0.006). Differences for patient delays due to not seeking care were not significant among the three groups (p = 0.484).
CONCLUSIONS: When grouped according to insurance status, subjects receiving Medicaid in South Florida faced greater system-related delays in obtaining care than did subjects with private insurance. System-related factors such as lack of access to specialized care result in an increased number of medical encounters. These regional findings are consistent with those of other regional studies on access to orthopaedic care."
23318715,https://pubmed.ncbi.nlm.nih.gov/23318715/,"OBJECTIVE: Rapid growth, possibly occurring in critical periods in early life, may be important for the development of obesity. It is unknown whether this is influenced by postnatal exposures such as age-relevant sources of stress. Frequent house moves may be one such stressor. We aimed to examine if there is a period of growth in early life critical for the development of child obesity by age 9 years and assess the role of house moves in modifying any relationships between early life growth and obesity at age 9 years.
DESIGN: Prospective Australian birth cohort study.
SUBJECTS: In all, 392 children with serial body size measurements from birth to age 9 years.
METHODS: Standardized body mass index (z-BMI) was available for six time points (spanning birth to 3½ years), and the total number of house moves between birth and 3½ years. The outcomes considered were z-BMI and % body fat (%BF) at age 9 years. Linear regression models were used to estimate the effects of serial measurements of z-BMI and number of house moves on the outcomes.
RESULTS: Life-course plots showed that z-BMI at 3½ years was a statistically significant predictor of z-BMI at 9 years (β=0.80; standard error (s.e.), 0.04), whereas z-BMI at 9 months (β=-1.13; s.e., 0.40) and 3½ years (β=4.82; s.e., 0.42) were significant predictors of %BF at age 9 years. There were statistically significant interactions between the number of house moves and change in z-BMI between 9 and 12 months, such that ≥ 3 house moves in early life amplified the detrimental effects of earlier rapid growth on both body size and composition at age 9 years.
CONCLUSION: In the absence of evidence for a single critical period, efforts to prevent overweight and obesity are required throughout childhood. In addition, modifiable postnatal stressors may exacerbate effects of early growth on obesity in later childhood."
23318920,https://pubmed.ncbi.nlm.nih.gov/23318920/,"OBJECTIVE: A previous study of recovery-oriented assertive community treatment (PACT) found large differences over three years in use of state psychiatric hospitals between PACT participants and consumers in a matched control group, especially for PACT participants with significant previous psychiatric hospitalization. This study extended these findings by examining the timing of PACT effects.
METHODS: Generalized estimating equation models of monthly cost data for state, local, and crisis hospital use estimated the time-varying effects of participation in one of ten PACT teams in Washington State. Data from PACT participants (N=450) and propensity score-matched consumers (N=450) were included. Additional analyses determined whether effects differed by prior state hospital use.
RESULTS: Differences in costs between PACT and control participants were largest immediately after PACT enrollment and tapered off. During the first quarter after enrollment, monthly per-person costs for state hospital use were $3,458 lower for PACT enrollees than for control participants. A composite measure of psychiatric hospital costs (state and local hospitals and local crisis stabilization units) declined by $3,539 monthly during the first quarter after PACT enrollment (p<.01). Differences were noted up to 27 months after enrollment, when the difference in the composite costs measure became insignificant compared with the prior quarter (months 25-27) (p>.05). Differences were larger for PACT enrollees with greater baseline state hospital use.
CONCLUSIONS: The time-varying estimates may have implications for the length and intensity of ACT enrollment. However, the optimum time for receipt of ACT services needs to be considered in the context of outcomes other than hospitalization alone."
23319324,https://pubmed.ncbi.nlm.nih.gov/23319324/,"BACKGROUND: Recently, a method of infrared spectroscopy analysis to identify melamine-contained stone was established by examining melamine powders mixed with true urinary stones. However, several studies demonstrated melamine could be interacted with cyanuric acid or uric acid in water through hydrogen bonds. It presents a hypothesis that the infrared spectrum of melamine-contained stone formed in urine is probably different from melamine-contained dry mixtures. This study is to testify is it true.
METHODS: The melamine-related mixtures were, respectively, prepared by mixing powders of melamine with cyanuric acid or uric acid in equimolar ratio. The melamine-related precipitates mimicking its related stone formation were, respectively, prepared by mixing melamine with cyanuric acid or uric acid in water at the given conditions. Subsequently, the melamine-related mixtures and precipitates were analyzed by infrared spectroscopy.
RESULTS: The wave-number positions of powder mixtures of melamine-cyanuric acid and melamine-uric acid were a combination of these of their individual ingredients. The typical wave-number positions of melamine were showed in two melamine-contained mixtures. In contrast, these positions were disappeared or shifted greatly in the two melamine-related precipitates. In total, the spectrum of precipitates of melamine with cyanuric acid and uric acid had significantly differences with their powder mixtures.
CONCLUSIONS: Our results indicate the identification of melamine-related stone by infrared spectroscopy could not use the infrared spectrum of melamine-contained mixtures as a reference."
23319429,https://pubmed.ncbi.nlm.nih.gov/23319429/,"BACKGROUND: Certain foods may increase or decrease the risk of developing asthma, rhinoconjunctivitis and eczema. We explored the impact of the intake of types of food on these diseases in Phase Three of the International Study of Asthma and Allergies in Childhood.
METHODS: Written questionnaires on the symptom prevalence of asthma, rhinoconjunctivitis and eczema and types and frequency of food intake over the past 12 months were completed by 13-14-year-old adolescents and by the parents/guardians of 6-7-year-old children. Prevalence ORs were estimated using logistic regression, adjusting for confounders, and using a random (mixed) effects model.
RESULTS: For adolescents and children, a potential protective effect on severe asthma was associated with consumption of fruit ≥3 times per week (OR 0.89, 95% CI 0.82 to 0.97; OR 0.86, 95% CI 0.76 to 0.97, respectively). An increased risk of severe asthma in adolescents and children was associated with the consumption of fast food ≥3 times per week (OR 1.39, 95% CI 1.30 to 1.49; OR 1.27, 95% CI 1.13 to 1.42, respectively), as well as an increased risk of severe rhinoconjunctivitis and severe eczema. Similar patterns for both ages were observed for regional analyses, and were consistent with gender and affluence categories and with current symptoms of all three conditions.
CONCLUSIONS: If the association between fast foods and the symptom prevalence of asthma, rhinoconjunctivitis and eczema is causal, then the findings have major public health significance owing to the rising consumption of fast foods globally."
23320546,https://pubmed.ncbi.nlm.nih.gov/23320546/,"BACKGROUND: Trauma and its complications contribute to morbidity and mortality in the general population. Trauma victims are susceptible to acute respiratory distress syndrome (ARDS) and sepsis. Polymorphonuclear leucocytes (PMNs) are activated after trauma and there is substantial evidence of their involvement in the development of ARDS. Activated PMNs release heparin-binding protein (HBP), a granule protein previously shown to be involved in acute inflammatory reactions. We hypothesised that there is an increase in plasma HBP content after trauma and that the increased levels are related to the severity of the trauma or later development of severe sepsis and organ failure (ARDS).
METHODS AND MATERIAL: We investigated HBP in plasma samples within 36 h from trauma in 47 patients admitted to a level one trauma centre with a mean injury severity score (ISS) of 26 (21-34). ISS, admission sequential organ failure assessment (SOFA) and Acute Physiology and Chronic Health Evaluation (APACHE) II scores were recorded at admission. ARDS and presence of severe sepsis were determined daily during intensive care.
RESULTS: We found no correlation between individual maximal plasma HBP levels at admission and ISS, admission SOFA or APACHE II. We found, however, a correlation between HBP levels and development of ARDS (P = 0.026, n = 47), but not to severe sepsis.
CONCLUSION: HBP is a potential biomarker candidate for early detection of ARDS development after trauma. Further research is required to confirm a casual relationship between plasma HBP and the development of ARDS."
23320598,https://pubmed.ncbi.nlm.nih.gov/23320598/,"AIM: To investigate the effects of prolonging hang time of total parenteral nutrition (TPN) fluid on central line-associated blood stream infection (CLABSI), TPN-related cost and nursing workload.
METHODS: A before-after observational study comparing the practice of hanging TPN bags for 48 h (6 February 2009-5 February 2010) versus 24 h (6 February 2008-5 February 2009) in a tertiary neonatal intensive care unit was conducted. The main outcome measures were CLABSI, TPN-related expenses and nursing workload.
RESULTS: One hundred thirty-six infants received 24-h TPN bags and 124 received 48-h TPN bags. Median (inter-quartile range) gestation (37 weeks (33,39) vs. 36 weeks (33,39)), mean (±standard deviation) admission weight of 2442 g (±101) versus 2476 g (±104) and TPN duration (9.7 days (±12.7) vs. 9.9 days (±13.4)) were similar (P > 0.05) between the 24- and 48-h TPN groups. There was no increase in CLABSI with longer hang time (0.8 vs. 0.4 per 1000 line days in the 24-h vs. 48-h group; P < 0.05). Annual cost saving using 48-h TPN was AUD 97,603.00. By using 48-h TPN, 68.3% of nurses indicated that their workload decreased and 80.5% indicated that time spent changing TPN reduced.
CONCLUSION: Extending TPN hang time from 24 to 48 h did not alter CLABSI rate and was associated with a reduced TPN-related cost and perceived nursing workload. Larger randomised controlled trials are needed to more clearly delineate these effects."
23320780,https://pubmed.ncbi.nlm.nih.gov/23320780/,"BACKGROUND: Previous studies comparing unipolar and bipolar hemiarthroplasty for treatment of displaced intracapsular femoral neck fractures in elderly patients have often lacked methodological power and yielded conflicting clinical results. The objective of this study was to compare the clinical outcomes from each implant in a randomized cohort of elderly patients with intracapsular fracture of the femoral neck treated with a cemented hemiprosthesis.
METHODS: This study is a clinical trial of 261 patients (82.0 ± 7.9 years) who were randomly assigned to one of the two treatment groups: group 1 (n = 133) received a cemented bipolar implant and group 2 (n = 128) received a unipolar head with the same stem. At 12 months post-surgery, pain and functional abilities were quantified by blinded assessors using the Oxford and Harris Hip Scores, Verbal Numerical Rating Score and Six-Minute Walk. The Mann-Whitney U-test and t-test for independent samples were used to compare results between the groups (P < 0.05).
RESULTS: There were no significant differences in any clinical scores between the groups. Results from the Six-Minute Walk indicated no difference in functional walking ability or endurance (P = 0.446) between the groups. Self-selected pain ratings also did not differ between groups (P = 0.236). Patients receiving the unipolar prosthesis had significantly reduced abduction (P = 0.0001) and internal rotation (P = 0.047) in the operated hip compared to the non-operated hip.
CONCLUSION: These short-term results suggest that unipolar implants share many of the advantages of the bipolar prosthesis but can be manufactured at substantially lower cost. These implants may be appropriate for the less-active elderly patient, particularly when used with bone cement."
23320798,https://pubmed.ncbi.nlm.nih.gov/23320798/,"UNLABELLED: WHAT'S KNOWN ON THE SUBJECT? AND WHAT DOES THE STUDY ADD?: Urothelial carcinoma of the bladder (UCB) is more prevalent in men than women; however, in women the tumour stage is generally more advanced at the time of the diagnosis and the prognosis is worse. Possible explanations include anatomical, genetic and socio-economic factors. The study shows that clinical symptoms before the first-time diagnosis of UCB did not differ between the sexes, while primary care and referral patterns did. Women were more likely to receive symptomatic treatment or therapies for alleged UTIs without further investigation or referral to urological evaluation. The study highlights the fact that there may be a diagnostic delay in women which could contribute to the gender-dependent disparities in stage distribution and prognosis of UCB.
OBJECTIVE: To evaluate gender-dependent disparities regarding clinical symptoms, referral patterns or treatments before diagnosis of urothelial carcinoma of the bladder (UCB).
PATIENTS AND METHODS: A consecutive series of patients with newly diagnosed UCB completed a questionnaire at the time of admission for elective transurethral resection of a bladder tumour (TURBT). The questionnaire surveyed the presence of haematuria, dysuria, urgency and bladder pain as well as the number of consultations and treatments before urological evaluation. Tumour characteristics, clinical symptoms, treatments and referrals were compared between men and women in the patient series.
RESULTS: In men (n = 130) the distribution of tumour stages was pTa 62.3%, pT1 23.1% and pT ≥ 2 12.3%. The respective percentages in women (n = 38) were pTa 57.9%, pT1 23.7% and pT ≥ 2 18.4% (P > 0.05). The prevalence of clinical symptoms in men vs women was as follows: gross haematuria 65 vs 68%, dysuria 32 vs 44%, urgency 61 vs 47%, and nocturia 57 vs 66%, respectively (P > 0.05). A total of 78% of men vs 55% of women directly consulted a urologist (P < 0.05). Symptomatic treatment for voiding disorders/pain was given without further evaluation to 19% of men vs 47% of women 1 year before the diagnosis of UCB (P < 0.05). A total of 3.8% of men vs 15.8% of women received three or more treatments for urinary tract infections (UTIs) within the same time period (P < 0.05).
CONCLUSIONS: In the present study there were no gender-related differences in clinical symptoms of UCB, but women were more likely to be treated for voiding complaints or alleged UTIs without further evaluation or referral to urology than men. Gender-dependent disparities in referral patterns exist and might delay definitive diagnosis of UCB in women."
23320829,https://pubmed.ncbi.nlm.nih.gov/23320829/,"BACKGROUND: Several aspects linked to social are involved in the onset of depressive feelings. We aimed to find out if social adaptability and substance abuse predict depression among end-stage renal disease (ESRD) patients undergoing hemodialysis (HD).
METHODS: We included 145 ESRD patients undergoing HD. Social adaptability was estimated by the Social Adaptability Index (SAI). Substance abuse was defined according to SAI. We screened for depression by applying the 20-item version of the Center for Epidemiologic Studies Depression Scale. A score ≥ 24 classified the patients as depressed. Comparisons between depressed and non-depressed patients were carried out and logistic regression was performed to test gender, age, total SAI, SAI without the substance abuse item, only the substance abuse score and substance abuse as a categorical variable (yes/no) as predictors of depression.
RESULTS: There were 36 (24.8%) depressed patients. There were no differences regarding demographic and laboratory data between the depressed and non-depressed patients. Mean SAI among depressed and non-depressed patients was, respectively, 6.1 ± 1.6 vs. 6.2 ± 1.9 (p=0.901). The percentage of patients with or without substance abuse among depressed patients was, respectively, 13.8% vs. 13.9% (p=1.000). Gender, age, total SAI, SAI without the substance abuse item, only the substance abuse score and substance abuse as a categorical variable did not predict depression.
CONCLUSIONS: Social adaptability and substance abuse did not predict depression in HD patients. We propose that aspects related to socioeconomic status not comprised in SAI items should be ruled out as predictors of depression."
