url,pid,abstract
21242822,https://pubmed.ncbi.nlm.nih.gov/21242822/,"BACKGROUND: If a self-expanding stent has been placed during endovascular treatment of an aneurysm and subsequently an open aneurysm surgery becomes necessary in the same or an adjacent area, is it possible and safe to obtain proximal control by placing a temporary clip on the artery at a point where it contains the stent?
OBJECTIVE: To evaluate the effect of temporary clip application to 3 separate stent systems in an in vitro flow model with the stated hypothesis that clip application to these stents will result in permanent stent deformation.
METHODS: This is an in vitro flow model study using an accepted synthetic blood vessel substitute. The Neuroform(3) (Boston Scientific), Enterprise (Cordis/Codman), and Pipeline (ev3) stents were deployed within the flow model; temporary clips were applied; and angiographic measurements subsequently made.
RESULTS: Two 4 × 30-mm Neuroform(3) stents, two 4.5 × 28-mm Enterprise stents, and two 3.75 × 20-mm Pipeline stents were successfully deployed and clipped repeatedly (4 iterations). Two- and 3-dimensional angiograms were obtained. After repeated clip occlusion, the Neuroform(3) and Enterprise stents returned to their original configuration and diameter. Clip application to both also resulted in immediate flow arrest. In contrast, initial clip application to the Pipeline stents did not result in flow arrest, but the second single clip application did. The Pipeline stents were also irreversibly deformed after the experimental protocol, with an average luminal diameter reduction of 26.85% (P < .05).
CONCLUSION: The Neuroform(3) and Enterprise stents responded favorably to temporary clip application, returning to their original diameter after clip removal and showing no sign of permanent structural modification. The Pipeline flow-diverting stent, however, was irreversibly deformed by clip application. These data indicate that temporary clip application to certain stents is possible. Further in vivo study is required."
21243279,https://pubmed.ncbi.nlm.nih.gov/21243279/,"INTRODUCTION: Minor histocompatibility antigen HA-1 (MiHAg-HA-1) disparity between a patient and his or her human leukocyte antigen (HLA) genoidentical donor has been widely associated with an increased risk of graft-versus-host disease following allogeneic hematopoietic stem cell transplantation.
OBJECTIVE: To examine the effect of HA-1 disparity on the incidence of both acute and chronic graft-versus-host disease in Tunisian recipients of hematopoietic stem cells.
METHODS: A total of 60 patients and their 60 respective sibling hematopoietic stem cell donors were enrolled in this study. All patients prophylactically received cyclosporine A and/or methotrexate for graft-versus-host disease. An HA-1 genotyping assay was performed with the SSP-PCR method, and HLA-A*0201- and/or HLA-A*0206-positive samples were identified using the Luminex HLA typing method.
RESULTS: The Luminex HLA typing assay showed that 54 patients were positive for either the HLA-A*0201 or HLA-A*0206 alleles. Among these cases, six pairs were mismatched for MiHAg-HA-1. Both acute and chronic graft-versus-host disease occurred in four mismatched patients (Fisher's p-values were 0.044 and 0.170, respectively). A univariate logistic regression model analysis showed that only acute graft-versus-host disease may be affected by recipient MiHAg-HA-1 disparity (p: 0.041, OR: 6.727), while chronic graft-versus-host disease correlates with both age and recipient/donor sex mismatch (p: 0.014, OR: 8.556 and p: 0.033, OR: 8.664, respectively).
CONCLUSION: Our findings support previously reported data suggesting a significant association between HA-1 disparity and the risk of acute graft-versus-host disease following hematopoietic stem cell transplantation."
21243290,https://pubmed.ncbi.nlm.nih.gov/21243290/,"INTRODUCTION: Chronic thromboembolic pulmonary hypertension is a disease affecting approximately 4,000 people per year in the United States. The incidence rate in Brazil, however, is unknown. The estimated survival for patients with chronic thromboembolic pulmonary hypertension without treatment is approximately three years. Pulmonary thromboendarterectomy for select patients is a potentially curative procedure when correctly applied. In Brazil, the clinical and hemodynamic profiles of chronic thromboembolic pulmonary hypertension patients have yet to be described.
OBJECTIVES: To evaluate the clinical and hemodynamic characteristics of chronic thromboembolic pulmonary hypertension patients scheduled for pulmonary thromboendarterectomy in a referral center for chronic thromboembolic pulmonary hypertension treatment in Brazil.
METHODS: From December 2006 to November 2009, patients were evaluated and scheduled for pulmonary thromboendarterectomy. The subjects were classified according to gender, age and functional class and were tested for thrombofilia and brain natriuretic peptide levels.
RESULTS: Thirty-five consecutive chronic thromboembolic pulmonary hypertension patients were evaluated. Two patients tested positive for schistosomiasis, and 31 were enrolled in the study (19 female, 12 male). The majority of patients were categorized in functional classes III and IV. Hemodynamic data showed a mean pulmonary vascular resistance (PVR) of 970.8 ± 494.36 dynas·s·cm-5 and a low cardiac output of 3.378 ± 1.13 L/min. Linear regression revealed a direct relation between cardiac output and pulmonary vascular resistance. Paradoxical septal movement was strongly correlated with pulmonary vascular resistance and cardiac output (p=0.001). Brain natriuretic peptide serum levels were elevated in 19 of 27 patients.
CONCLUSIONS: In a referral center for pulmonary hypertension in Brazil, chronic thromboembolic pulmonary hypertension patients evaluated for pulmonary thromboendarterectomy had a hemodynamically severe status and had elevated brain natriuretic peptide serum levels. There was a predominance of females in our cohort, and the prevalence of hematological disorders and schistosomiasis was low (less than 10%)."
21243590,https://pubmed.ncbi.nlm.nih.gov/21243590/,"AIM: The Internet provides additional and nearly endless health-related information material for the patient. On the other hand, previous studies reported on the lack of quality for health-related websites, especially for message boards. A direct analysis of treatment recommendations from message board members and spine experts has not yet been published in the medical literature. The aim of this study is to evaluate the quality of information regarding treatment of scoliosis one can receive from message board members compared to experts in this field.
METHOD: All members of one of Germany's biggest scoliosis-related message boards were invited to fill out an online questionnaire. This questionnaire included questions regarding demographic data, questions commenting on the influence of the Internet regarding their own decision finding, and six imaginary cases with four answer options each. The attendees were asked to provide the best treatment option. The answers of experts in the treatment of spinal disorders who commented on the same cases were used as control.
RESULTS: 31 complete questionnaires from Internet patients were included in the analysis and compared to 36 answers from spine experts. In four of six cases an excellent agreement could be found. There was a good agreement in one case and a poor agreement in another. The disagreement would unlikely have led to harm for the patient. One third of the patients claimed that information received from the Internet has had a major impact on their own decision finding.
CONCLUSION: The data show that treatment recommendations from members of a scoliosis-related message board have good to excellent agreement with treatment recommendations from experts in the majority of cases. The use of a message board can potentially be helpful in the care of scoliosis patients. Additional studies will evaluate whether or not the results of our study are representative for other message boards as well."
21244193,https://pubmed.ncbi.nlm.nih.gov/21244193/,"INTRODUCTION: As medical education becomes more decentralised, and greater use is made of rural clinical schools and other dispersed sites, attention is being paid to the quality of the learning experiences across these sites. This article explores this issue by analysing the performance data of 4 cohorts of students in a dispersed clinical school model across 4 sites. The study is set in a newly established medical school in a regional area with a model of dispersed education, using data from the second to fifth cohorts to graduate from this school.
METHODS: Summative assessment results of 4 graduating cohorts were examined over the final 2 years of the course. Two analyses were conducted: an analysis of variance of mean scores in both years across the 4 sites; and an analysis of the effect of moving to different clinical schools on the students' rank order of performance by use of the Kruskal-Wallis test.
RESULTS: Analysis revealed no significant difference in the mean scores of the students studying at each site, and no significant differences overall in the median ranking across the years. Some small changes in the relative ranking of students were noticed, and workplace-based assessment scores in the final year were higher than the examination-based scores in the previous year.
CONCLUSIONS: The choice of clinical school site for the final 2 years of an undergraduate rural medical school appears to have no effect on mean assessment scores and only a minor effect on the rank order of student scores. Workplace-based assessment produces higher scores but also has little effect on student rank order. Further studies are necessary to replicate these findings in other settings and demonstrate that student learning experiences in rural sites, while popular with students, translate into required learning outcomes, as measured by summative assessments."
21244483,https://pubmed.ncbi.nlm.nih.gov/21244483/,"AIM: A screening tool for psychosocial functioning of adolescents with diabetes is unavailable. We investigated whether one question using a Visual Analogue Scale that indicates a rating from the worst (0) to the best possible life (10) is related to standardized indices of psychosocial functioning and well-being in adolescents with diabetes mellitus type 1 (T1DM).
METHOD: One hundred and fifty-one adolescents with T1DM and 122 healthy peers between 12 and 18 years of age were asked to rate their life on a scale, varying from 0 to 10. Behaviour problems and depressive symptoms were measured with the Youth Self-Report (YSR) and the Children's Depression Inventory (CDI).
RESULTS: Adolescents with T1DM rated their life less positive in comparison with their healthy peers (F(1,269) = 14.01, p = 0.000). Adolescents with T1DM who rated their life with a 6 or lower reported more depressive symptoms and behaviour problems (F(2,131) = 24.19, p = 0.00) compared to those with higher scores (7 or up).
CONCLUSION: One question the 'rate your life scale' identified most of the adolescents at risk of internalizing behaviour problems, especially depression. The results of this first step in exploring the validity of this question as a screening tool for psychological functioning are promising."
21244650,https://pubmed.ncbi.nlm.nih.gov/21244650/,"BACKGROUND: Recent research show that polycystic ovary syndrome (PCOS) may have an association with low-grade chronic inflammation, IL-18 is considered as a strong risk marker of inflammation.
METHODS: To investigate serum IL-18 concentrations in PCOS patients and focus on its relationship between obesity and insulin resistance (IR). Sixty consecutive women with PCOS and thirty controls were recruited. Serum level of IL-18 and fasting blood glucose, fasting insulin, follicle-stimulating hormone (FSH), luteinizing hormone (LH) and testosterone (T) were measured.
RESULTS: Serum levels of IL-18 was significantly higher in the PCOS group than in the control group. Serum level of IL-18 was higher in the PCOS group with IR than in the PCOS group without IR. Serum level of IL-18 was higher in obese PCOS patients than in lean PCOS patients. Serum level of IL-18 was higher in lean PCOS patients than in the lean control group. Serum level of IL-18 in the PCOS group was positively related to BMI, IR index and T.
CONCLUSION: IL-18 level was increased in PCOS patients, and correlated with insulin resistance, obesity and hyperandrogenism."
21245473,https://pubmed.ncbi.nlm.nih.gov/21245473/,"OBJECTIVE: A principal reason to order a head CT scan for dizziness patients is to exclude stroke. As CT imaging is substantially limited in assessing for any acute lesions other than haemorrhage, the most important stroke syndrome adequately evaluated by CT is intracerebral haemorrhage (ICH). A population based stroke database was used to assess the frequency with which ICH might mimic a benign dizziness presentation.
METHODS: The Brain Attack Surveillance in Corpus Christi project was used to identify cases of ICH from 1 January 2000 to 26 December 2007. The hospital records of ICH cases with a National Institutes of Health Stroke Scale of <2 were abstracted for more detailed information. Cases were classified as benign dizziness presentations when isolated dizziness and a normal general neurological examination were documented.
RESULTS: Of 595 ICH cases, only 2.2% (13 of 595) had dizziness as the primary presenting symptom and a National Institutes of Health Stroke Scale of <2. No case mimicked a benign dizziness presentation. Only one case had isolated dizziness symptoms but this patient had dysmetria documented on the examination. All other cases had either focal or global neurological symptoms or examination abnormalities.
CONCLUSIONS: This study provides further support for the notion that ICH is highly unlikely to mimic a benign dizziness presentation. Coupled with the limitations of CT to show acute ischaemia in the posterior fossa, these results suggest that screening for ICH may not be necessary in benign appearing dizziness presentations although more research is needed."
21245475,https://pubmed.ncbi.nlm.nih.gov/21245475/,"OBJECTIVE: The applause sign, originally reported as a specific sign of progressive supranuclear palsy (PSP), has recently been found in several parkinsonian disorders. Its nature is still uncertain. It has been interpreted as a motor perseveration or a form of apraxia. The present study aims to: (a) verify the specificity of the applause sign for parkinsonian disorders, examining the presence of the applause sign in cortical dementias which should be error free and (b) clarify the nature of the applause sign (resulting or not from apraxia).
METHODS: 77 subjects were included: 10 PSP, 15 frontotemporal dementia (FTD), 29 Alzheimer's disease (AD) and 23 normal controls. The presence of apraxia was an exclusion criterion. All patients underwent a detailed neuropsychological examination, and cognitive performance was correlated to the applause sign.
RESULTS: All patient groups showed the applause sign and differed significantly from normal subjects who were error free. No difference was found when comparing PSP with FTD and FTD with AD. AD differed significantly from PSP but they were not error free (31% of patients with AD showed the applause sign). The only correlation with background neuropsychology was found for measures of executive functions.
CONCLUSIONS: The presence of the applause sign in cortical dementia does not confirm the specificity of the applause sign for parkinsonian disorders. The applause sign should be interpreted as a sign of frontal lobe dysfunction rather than a form of apraxia, and can likely be detected in any kind of disease which involves frontal lobe structures to some extent."
21245787,https://pubmed.ncbi.nlm.nih.gov/21245787/,"STUDY DESIGN: Synthesis and analysis of presentation and discussion highlights, with a focus on emerging trends and promising new directions in primary care research on low back pain (LBP).
OBJECTIVE: To present a summary of findings, themes, and insights from the Tenth International Forum on Primary Care Research on Low Back Pain, a meeting of researchers designed to share the latest concepts, methods, and results of research on LBP diagnosis, treatment, and disability prevention.
SUMMARY OF BACKGROUND DATA: Earlier Forum meetings have developed several common themes and general conclusions. These are contrasted with the presentations and discussions at the 10th International Forum.
RESULTS: Major themes included concerns about the epidemic of chronic, disabling LBP, associated treatments, iatrogenesis, and the ""LBP medical industrial complex""; the variability and complexity of outcomes and how their importance differed across patients in defining recovery and recurrence; the power of nonspecific effects, expectations, and therapeutic alliance; and the challenges of identifying important therapeutic subgroups. New research addressed early risk factor screening and linked intervention, nonmedical approaches to reframe the LBP problem and avoid unnecessary care, cognitive and behavioral aspects of LBP, and ways to train clinicians to implement these innovations. More appropriate use of longitudinal designs and a greater focus on implementation research was called for.
CONCLUSION: Although the field of primary care LBP research often seems to progress slowly, the Forum highlighted several important, promising developments that could substantially improve LBP research and primary care practice."
21245788,https://pubmed.ncbi.nlm.nih.gov/21245788/,"STUDY DESIGN: Retrospective review of a prospective, multicentered database.
OBJECTIVE: To determine the relationship between preoperative lumbosacral takeoff angle (LSTOA) and postoperative thoracolumbar/lumbar Cobb angle (TL/L Cobb angle) in patients undergoing selective thoracic fusions
SUMMARY OF BACKGROUND DATA: Selective fusion of the thoracic curve can improve the lumbar curve inpatients with idiopathic thoracic scoliosis and a compensatory lumbar curve. Predicting improvement is controversial and determining whether to perform a selective fusion or nonselective fusion can be difficult.
METHODS: Patients had undergone either nonselective or selective spinal fusion for adolescent or juvenile idiopathic scoliosis (Lenke 1B/3B/1C/3C). Outcome measures were: coronal and sagittal thoracic Cobb angle, TL/L Cobb angles, lumbar apical vertebral translation, LSTOA and coronal decompensation. Analyses compared relationships between preoperative and postoperative radiographic measures.
RESULTS: Positive, significant correlations were found between preoperative LSTOA and preoperative TL/L Cobb angle in the nonselective (r=0.7; P<0.001) and selective (r=0.5; P<0.001) fusion groups. Mean two-year postoperative coronal TL/L Cobb angles were significantly improved in nonselective and selective fusion groups (32° and 20°, respectively, P<0.001). In the nonselective fusion group, LSTOA significantly decreased by 11° (P<0.001), and in the selective group, the LSTOA had a modest but significant decrease of 2° (P<0.001). The nonselective fusion also resulted in more lordosis between T10 and L2 (7.5° of lordosis) than the selective approach (2.7° kyphosis, P<0.001). For both groups, upper thoracic kyphosis increased after surgery (P<0.001, P<0.001). For nonselective fusions, regression modeling predicted TL/L Cobb angle at two-year follow-up based on preoperative TL/L Cobb angle and preoperative LSTOA (r=0.4, P<0.001).
CONCLUSION: Collectively, these data demonstrate the preoperative TL/L Cobb angle and LSTOA can be useful predictors of postoperative TL/L Cobb angle after a selective instrumented fusion. Analyses of distal fixation levels demonstrated that to appreciably change the LSTOA using a posterior instrumented fusion, the distal level of fixation must be beyond the lumbar apex."
